text,label
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",ham
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham
Do have a nice day today. I love you so dearly.,ham
i can call in  &lt;#&gt;  min if thats ok,ham
No one interested. May be some business plan.,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
Oh ok.. Wat's ur email?,ham
:),ham
Do we have any spare power supplies,ham
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham
Hahaha..use your brain dear,ham
No. Yes please. Been swimming?,ham
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham
No objection. My bf not coming.,ham
Where you. What happen,ham
Boooo you always work. Just quit.,ham
"Its ok chikku, and its my 1 of favourite song..:-)",ham
Yar lor... How u noe? U used dat route too?,ham
Remember to ask alex about his pizza,ham
Lol your always so convincing.,ham
All will come alive.better correct any good looking figure there itself..,ham
I have no idea where you are,ham
Babe ? I lost you ... :-(,ham
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",ham
Oh dang! I didn't mean o send that to you! Lol!,ham
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",ham
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam
"Oh... Icic... K lor, den meet other day...",ham
"This is one of the days you have a billion classes, right?",ham
Keep my payasam there if rinu brings,ham
Sorry about that this is my mates phone and i didnt write it love Kate,ham
Ok,ham
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,ham
Ryder unsold.now gibbs.,ham
Sorry de i went to shop.,ham
I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham
I havent lei.. Next mon can?,ham
K:)k..its good:)when are you going?,ham
Ok... Help me ask if she's working tmr a not?,ham
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ham
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham
&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
"That's fine, I'll bitch at you about it later then",ham
Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,ham
How come she can get it? Should b quite diff to guess rite...,ham
Prakesh is there know.,ham
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,spam
"Nah can't help you there, I've never had an iphone",ham
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,ham
"Awesome, be there in a minute",ham
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",ham
Good night. Am going to sleep.,ham
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ham
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham
How much would it cost to hire a hitman,ham
As in different styles?,ham
Id onluy matters when getting on from offcampus,ham
But i dint slept in afternoon.,ham
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
Please da call me any mistake from my side sorry da. Pls da goto doctor.,ham
No i am not having not any movies in my laptop,ham
100 dating service cal;l 09064012103 box334sk38ch,spam
Mmmm.... I cant wait to lick it!,ham
"""Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?""",ham
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,ham
", ow u dey.i paid 60,400thousad.i told  u would call .",ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
ringtoneking 84484,spam
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,ham
Lol they were mad at first but then they woke up and gave in.,ham
I hope your pee burns tonite.,ham
Call me when u're done...,ham
Thats cool! I am a gentleman and will treat you with dignity and respect.,ham
No but the bluray player can,ham
Lol ok your forgiven :),ham
On the way to office da..,ham
"I am in tirupur da, once you started from office call me.",ham
it's really getting me down just hanging around.,ham
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,ham
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
ok. I am a gentleman and will treat you with dignity and respect.,ham
"K, I might come by tonight then if my class lets out early",ham
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham
Yes..gauti and sehwag out of odi series.,ham
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham
Ya very nice. . .be ready on thursday,ham
Left dessert. U wan me 2 go suntec look 4 u?,ham
Are you at work right now ?,ham
FROM 88066 LOST £12 HELP,spam
i cant talk to you now.i will call when i can.dont keep calling.,ham
Hey i've booked the 2 lessons on sun liao...,ham
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,spam
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,ham
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",ham
i am going to bed now prin,ham
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,ham
Ok thanx...,ham
Bbq this sat at mine from 6ish. Ur welcome 2 come,ham
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
Yup next stop.,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
500 free text msgs. Just text ok to 80488 and we'll credit your account,spam
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham
"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",spam
Ok enjoy . R u there in home.,ham
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,ham
Ok i am on the way to home hi hi,ham
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
Shuhui has bought ron's present it's a swatch watch...,ham
Nah im goin 2 the wrks with j wot bout u?,ham
"K I'm leaving soon, be there a little after 9",ham
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
Do you know when dad will be back?,ham
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",ham
And you! Will expect you whenever you text! Hope all goes well tomo,ham
"Nope. Since ayo travelled, he has forgotten his guy",ham
U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,ham
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",ham
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham
Dai  &lt;#&gt;  naal eruku.,ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",ham
We can make a baby in yo tho,ham
I accidentally brought em home in the box,ham
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam
It means u could not keep ur words.,ham
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam
Normally i use to drink more water daily:),ham
U in town alone?,ham
"Greetings me, ! Consider yourself excused.",ham
"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham
Nope... C ü then...,ham
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,ham
Then ü come n pick me at 530 ar?,ham
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,ham
Check with nuerologist.,ham
S:-)if we have one good partnership going we will take lead:),ham
"Dear, will call Tmorrow.pls accomodate.",ham
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ham
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ham
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
This is all just creepy and crazy to me.,ham
Dear i have reache room,ham
Oh you got many responsibilities.,ham
Free any day but i finish at 6 on mon n thurs...,ham
Take us out shopping and Mark will distract Isaiah.=D,ham
That depends. How would you like to be treated? :),ham
How come guoyang go n tell her? Then u told her?,ham
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham
Cos darren say ü considering mah so i ask ü...,ham
What happen dear. Why you silent. I am tensed,ham
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,ham
There's no point hangin on to mr not right if he's not makin u happy,ham
Not sure I have the stomach for it ...,ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
I am not sure about night menu. . . I know only about noon menu,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham
"Me not waking up until 4 in the afternoon, sup",ham
I AM AT A PARTY WITH ALEX NICHOLS,ham
RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,spam
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam
S:)but he had some luck.2 catches put down:),ham
Oh for fuck's sake she's in like tallahassee,ham
Whatsup there. Dont u want to sleep,ham
Cos i want it to be your thing,ham
"A few people are at the game, I'm at the mall with iouri and kaila",ham
At the funeral home with Audrey and dad,ham
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam
"Hurry up, I've been weed-deficient for like three days",ham
"Sounds good, keep me posted",ham
She doesnt need any test.,ham
Me n him so funny...,ham
And he's apparently bffs with carly quick now,ham
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
Didn't you get hep b immunisation in nigeria.,ham
You can never do NOTHING,ham
Your brother is a genius,ham
"I'll see, but prolly yeah",ham
"As in missionary hook up, doggy hook up, standing...|",ham
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,spam
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,ham
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,ham
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham
Yo sorry was in the shower sup,ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
"Sir, Waiting for your mail.",ham
"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X""",ham
As if i wasn't having enough trouble sleeping.,ham
K do I need a login or anything,ham
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham
Yup i thk so until e shop closes lor.,ham
Shall i get my pouch?,ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,spam
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham
Have you always been saying welp?,ham
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam
Would really appreciate if you call me. Just need someone to talk to.,ham
aathi..where are you dear..,ham
Wife.how she knew the time of murder exactly,ham
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",ham
Surly ill give it to you:-) while coming to review.,ham
Is there any training tomorrow?,ham
7 lor... Change 2 suntec... Wat time u coming?,ham
"Ya tel, wats ur problem..",ham
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham
Ok cool. See ya then.,ham
Okie,ham
"Hi Chikku, send some nice msgs",ham
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",ham
Yeah I don't see why not,ham
I'll text you when I drop x off,ham
"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",ham
Hi its in durban are you still on this number,ham
First answer my question.,ham
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,ham
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham
"Dear, take care. I am just reaching home.love u a lot.",ham
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham
Goin to workout lor... Muz lose e fats...,ham
Howz that persons story,ham
"Aight, lemme know what's up",ham
aathi..where are you dear..,ham
So wat's da decision?,ham
You call him now ok i said call him,ham
Ok. There may be a free gym about.,ham
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",ham
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham
URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam
Genius what's up. How your brother. Pls send his number to my skype.,ham
My sister got placed in birla soft da:-),ham
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,ham
Can ü all decide faster cos my sis going home liao..,ham
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,ham
No dear i do have free messages without any recharge. Hi hi hi,ham
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham
No need for the drug anymore.,ham
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham
Ü neva tell me how i noe... I'm not at home in da aft wat...,ham
Dhoni have luck to win some big title.so we will win:),ham
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",ham
Ok which your another number,ham
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",ham
Once free call me sir. I am waiting for you.,ham
They just talking thats it de. They wont any other.,ham
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,ham
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),ham
"What part of ""don't initiate"" don't you understand",ham
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",spam
Same to u...,ham
I cant pick the phone right now. Pls send a message,ham
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam
K:)eng rocking in ashes:),ham
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
Ok... C ya...,ham
Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,ham
Sian... Aft meeting supervisor got work 2 do liao... U working now?,ham
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",ham
Pls speak with me. I wont ask anything other then you friendship.,ham
K:)k:)what are detail you want to transfer?acc no enough?,ham
Tell me again what your address is,ham
I wont do anything de.,ham
I am joining today formally.Pls keep praying.will talk later.,ham
Hi Harish's rent has been transfred to ur Acnt.,ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
And do you have any one that can teach me how to ship cars.,ham
Its too late:)but its k.wish you the same.,ham
have you ever had one foot before?,ham
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham
when you and derek done with class?,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,spam
what number do u live at? Is it 11?,ham
Are you up for the challenge? I know i am :),ham
I just cooked a rather nice salmon a la you,ham
"Sir, waiting for your letter.",ham
Sen told that he is going to join his uncle finance in cbe,ham
East coast,ham
Tired. I haven't slept well the past few nights.,ham
Hi da:)how is the todays class?,ham
Good morning princess! Happy New Year!,ham
Exactly. Anyways how far. Is jide her to study or just visiting,ham
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham
You should get more chicken broth if you want ramen unless there's some I don't know about,ham
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,ham
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
Ok.. Ü finishing soon?,ham
This pain couldn't have come at a worse time.,ham
Sindu got job in birla soft ..,ham
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham
She's fine. Sends her greetings,ham
Sure! I am driving but will reach my destination soon.,ham
"(And my man carlos is definitely coming by mu tonight, no excuses)",ham
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham
S..antha num corrct dane,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
None of that's happening til you get here though,ham
What is your record for one night? :),ham
Send me yetty's number pls.,ham
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",ham
We are both fine. Thanks,ham
Ok lor...,ham
WHAT TIME U WRKIN?,ham
Yup n her fren lor. I'm meeting my fren at 730.,ham
Carry on not disturbing both of you,ham
Blank is Blank. But wat is blank? Lol,ham
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham
Haha... They cant what... At the most tmr forfeit... haha so how?,ham
Sleeping nt feeling well,ham
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,ham
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,ham
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham
Not a drop in the tank,ham
"I‘ve got some salt, you can rub it in my open wounds if you like!",ham
K. I will sent it again,ham
Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
Aight do you still want to get money,ham
Lol they don't know about my awesome phone. I could click delete right now if I want.,ham
Already one guy loving you:-.,ham
You sure your neighbors didnt pick it up,ham
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham
"Sorry, I'll call later In meeting.",ham
"Maybe westshore or hyde park village, the place near my house?",ham
For fear of fainting with the of all that housework you just did? Quick have a cuppa,ham
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ham
Thanx 4 sending me home...,ham
"Cool, what time you think you can get here?",ham
i see. When we finish we have loads of loans to pay,ham
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,ham
"K, wait chikku..il send aftr  &lt;#&gt; mins",ham
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,ham
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,ham
Big brother‘s really scraped the barrel with this shower of social misfits,ham
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",ham
Yeah I'll try to scrounge something up,ham
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,ham
Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",ham
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
U GOIN OUT 2NITE?,ham
S da..al r above  &lt;#&gt;,ham
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam
I'm at work. Please call,ham
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
I've reached already.,ham
Did you get any gift? This year i didnt get anything. So bad,ham
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,ham
